area_type,availability,location,size,society,total_sqft,bath,balcony,price,total_sqft_cleaned,bhk,price_per_sqft,price_in_lakhs
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Brnia G,1050,2.0,0.0,68.0,1050.0,2,6476.190476190476,6800000.0
Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,AiIIIpl,1000,2.0,2.0,60.0,1000.0,2,6000.0,6000000.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1680,3.0,2.0,125.0,1680.0,3,7440.476190476191,12500000.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Brnia G,980,2.0,1.0,86.0,980.0,2,8775.510204081633,8600000.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Brnia G,1050,2.0,1.0,77.47,1050.0,2,7378.0952380952385,7747000.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,BriumMi,1270,2.0,1.0,80.0,1270.0,2,6299.212598425197,8000000.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1680,3.0,2.0,122.0,1680.0,3,7261.9047619047615,12200000.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Brnia G,1130,2.0,2.0,85.0,1130.0,2,7522.123893805309,8500000.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1680,3.0,3.0,130.0,1680.0,3,7738.0952380952385,13000000.0
Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,BriumMi,2980,4.0,2.0,260.0,2980.0,3,8724.832214765102,26000000.0
Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Brnia G,980,2.0,1.0,77.44,980.0,2,7902.040816326531,7744000.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1680,3.0,2.0,112.0,1680.0,3,6666.666666666667,11200000.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,,2095,3.0,2.0,150.0,2095.0,3,7159.904534606205,15000000.0
Super built-up  Area,19-Dec,7th Phase JP Nagar,3 BHK,Puarero,1976,3.0,1.0,145.0,1976.0,3,7338.056680161943,14500000.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1600,2.0,2.0,110.0,1600.0,3,6875.0,11000000.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1765,3.0,2.0,118.0,1765.0,3,6685.552407932011,11800000.0
Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,,1275,2.0,2.0,88.0,1275.0,3,6901.9607843137255,8800000.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,BriumMi,1450,2.0,1.0,102.0,1450.0,3,7034.482758620689,10200000.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1575,2.0,2.0,110.0,1575.0,3,6984.126984126984,11000000.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,BriumMi,2100,3.0,2.0,200.0,2100.0,3,9523.809523809523,20000000.0
Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,LencyRe,1075,2.0,1.0,57.0,1075.0,3,5302.325581395349,5700000.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1 BHK,Brnia G,750,1.0,2.0,47.0,750.0,1,6266.666666666667,4700000.0
Plot  Area,Ready To Move,7th Phase JP Nagar,1 Bedroom,,1000,1.0,1.0,60.0,1000.0,1,6000.0,6000000.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,,1680,2.0,3.0,92.0,1680.0,3,5476.190476190476,9200000.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brnia G,1430,2.0,1.0,102.0,1430.0,3,7132.867132867133,10200000.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,,2100,3.0,2.0,190.0,2100.0,3,9047.619047619048,19000000.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,,1420,3.0,2.0,90.0,1420.0,3,6338.028169014085,9000000.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,,1530,2.0,1.0,108.0,1530.0,2,7058.823529411765,10800000.0
Built-up  Area,Ready To Move,8th Block Jayanagar,6 Bedroom,,2000,6.0,3.0,300.0,2000.0,6,15000.0,30000000.0
Plot  Area,Ready To Move,8th Block Jayanagar,6 Bedroom,,1500,6.0,1.0,300.0,1500.0,6,20000.0,30000000.0
Super built-up  Area,18-May,8th Phase JP Nagar,1 BHK,Maian M,451,1.0,0.0,29.9,451.0,1,6629.711751662971,2990000.0
Super built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,i1rtsCo,871,2.0,2.0,55.0,871.0,2,6314.580941446613,5500000.0
Super built-up  Area,18-Jul,8th Phase JP Nagar,1 BHK,Maian M,500,1.0,1.0,31.0,500.0,1,6200.0,3100000.0
Super built-up  Area,18-Jul,8th Phase JP Nagar,1 BHK,Maian M,500,1.0,1.0,30.0,500.0,1,6000.0,3000000.0
Super built-up  Area,Ready To Move,8th Phase JP Nagar,4 BHK,,1200,3.0,2.0,110.0,1200.0,4,9166.666666666666,11000000.0
Super built-up  Area,Ready To Move,8th Phase JP Nagar,3 BHK,GRhtsei,1504,2.0,2.0,83.0,1504.0,3,5518.617021276596,8300000.0
Carpet  Area,18-Jul,8th Phase JP Nagar,1 BHK,Maian M,500,1.0,1.0,33.0,500.0,1,6600.0,3300000.0
Super built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,URncysi,1160,2.0,1.0,95.0,1160.0,2,8189.6551724137935,9500000.0
Super built-up  Area,19-Mar,8th Phase JP Nagar,3 BHK,Vaarech,1408,3.0,2.0,80.0,1408.0,3,5681.818181818182,8000000.0
Plot  Area,Ready To Move,8th block Koramangala,3 Bedroom,,1846,3.0,2.0,300.0,1846.0,3,16251.354279523293,30000000.0
Plot  Area,Ready To Move,8th block Koramangala,2 Bedroom,,1410,1.0,0.0,233.0,1410.0,2,16524.822695035462,23300000.0
Super built-up  Area,Ready To Move,8th block Koramangala,2 BHK,Sid 2ss,1165,2.0,1.0,135.0,1165.0,2,11587.982832618025,13500000.0
Plot  Area,Ready To Move,8th block Koramangala,3 Bedroom,,2400,3.0,2.0,290.0,2400.0,3,12083.333333333334,29000000.0
Plot  Area,Ready To Move,8th block Koramangala,3 Bedroom,,600,2.0,1.0,85.0,600.0,3,14166.666666666666,8500000.0
Plot  Area,Ready To Move,9th Block Jayanagar,1 Bedroom,,700,1.0,0.0,150.0,700.0,1,21428.571428571428,15000000.0
Plot  Area,Ready To Move,9th Block Jayanagar,9 Bedroom,,1200,8.0,3.0,270.0,1200.0,9,22500.0,27000000.0
Plot  Area,Ready To Move,9th Block Jayanagar,4 Bedroom,,1000,5.0,2.0,200.0,1000.0,4,20000.0,20000000.0
Super built-up  Area,21-Sep,9th Phase JP Nagar,2 BHK,Vasisvi,1100,2.0,1.0,65.0,1100.0,2,5909.090909090909,6500000.0
Built-up  Area,Ready To Move,9th Phase JP Nagar,4 BHK,ImiteEl,3500,4.0,,300.0,3500.0,4,8571.42857142857,30000000.0
Built-up  Area,Ready To Move,9th Phase JP Nagar,1 BHK,NaensGa,600,1.0,0.0,20.0,600.0,1,3333.3333333333335,2000000.0
Super built-up  Area,21-Sep,9th Phase JP Nagar,2 BHK,Vasisvi,1079,2.0,1.0,60.0,1079.0,2,5560.704355885079,6000000.0
Plot  Area,Ready To Move,9th Phase JP Nagar,2 Bedroom,,1200,2.0,0.0,80.0,1200.0,2,6666.666666666667,8000000.0
Super built-up  Area,21-Sep,9th Phase JP Nagar,3 BHK,Vasisvi,1522,3.0,2.0,90.0,1522.0,3,5913.272010512484,9000000.0
Plot  Area,Ready To Move,A Narayanapura,4 Bedroom,,1150,3.0,1.0,110.0,1150.0,4,9565.217391304348,11000000.0
Built-up  Area,Ready To Move,A Narayanapura,4 Bedroom,,1150,4.0,1.0,110.0,1150.0,4,9565.217391304348,11000000.0
Super built-up  Area,Ready To Move,A Narayanapura,1 BHK,,600,2.0,1.0,35.0,600.0,1,5833.333333333333,3500000.0
Plot  Area,Ready To Move,A Narayanapura,1 Bedroom,,1500,2.0,0.0,85.0,1500.0,1,5666.666666666667,8500000.0
Super built-up  Area,Ready To Move,AECS Layout,2 BHK,CMhamai,1123,2.0,2.0,64.0,1123.0,2,5699.020480854853,6400000.0
Built-up  Area,Ready To Move,AGS Layout,3 BHK,,1450,2.0,2.0,85.0,1450.0,3,5862.068965517241,8500000.0
Plot  Area,Ready To Move,AGS Layout,3 Bedroom,,1936,3.0,0.0,110.0,1936.0,3,5681.818181818182,11000000.0
Plot  Area,Ready To Move,AMS Layout,3 Bedroom,,1200,4.0,2.0,80.0,1200.0,3,6666.666666666667,8000000.0
Super built-up  Area,Ready To Move,Abbigere,1 BHK,,765,2.0,2.0,30.0,765.0,1,3921.5686274509803,3000000.0
Super built-up  Area,18-Jun,Abbigere,1 BHK,DSestma,734,1.0,0.0,19.82,734.0,1,2700.272479564033,1982000.0
Plot  Area,Ready To Move,Adityanagar,1 Bedroom,,1260,1.0,0.0,41.0,1260.0,1,3253.968253968254,4100000.0
Plot  Area,Ready To Move,Adityanagar,1 Bedroom,,1260,1.0,1.0,41.0,1260.0,1,3253.968253968254,4100000.0
Built-up  Area,Ready To Move,Agrahara Dasarahalli,1 BHK,,800,1.0,0.0,72.0,800.0,1,9000.0,7200000.0
Plot  Area,Ready To Move,Agrahara Dasarahalli,3 Bedroom,,1350,1.0,0.0,120.0,1350.0,3,8888.888888888889,12000000.0
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1897,3.0,2.0,120.0,1897.0,3,6325.77754348972,12000000.0
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,,1410,2.0,2.0,75.0,1410.0,3,5319.148936170212,7500000.0
Super built-up  Area,18-Mar,Akshaya Nagar,3 BHK,,1360,2.0,2.0,85.0,1360.0,3,6250.0,8500000.0
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1410,2.0,2.0,80.0,1410.0,3,5673.758865248227,8000000.0
Plot  Area,Ready To Move,Akshaya Nagar,4 Bedroom,,1080,4.0,1.0,75.0,1080.0,4,6944.444444444444,7500000.0
Built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1662,3.0,2.0,85.5,1662.0,3,5144.404332129964,8550000.0
Built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1666,3.0,,95.0,1666.0,3,5702.280912364946,9500000.0
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1575,3.0,,90.0,1575.0,3,5714.285714285715,9000000.0
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1430,2.0,2.0,75.0,1430.0,3,5244.755244755244,7500000.0
Built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1419,2.0,3.0,73.0,1419.0,3,5144.46793516561,7300000.0
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1884,3.0,3.0,98.0,1884.0,3,5201.698513800425,9800000.0
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1662,3.0,,90.0,1662.0,3,5415.162454873646,9000000.0
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1420,2.0,2.0,75.0,1420.0,3,5281.69014084507,7500000.0
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1412,2.0,3.0,88.0,1412.0,3,6232.294617563739,8800000.0
Built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1434,3.0,3.0,84.0,1434.0,3,5857.740585774059,8400000.0
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,,1890,4.0,2.0,100.0,1890.0,3,5291.005291005291,10000000.0
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1419,2.0,3.0,87.0,1419.0,3,6131.0782241014795,8700000.0
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,,1820,4.0,2.0,95.0,1820.0,3,5219.780219780219,9500000.0
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1896,3.0,2.0,102.0,1896.0,3,5379.7468354430375,10200000.0
Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,DLhtsnd,1225,2.0,0.0,68.0,1225.0,2,5551.0204081632655,6800000.0
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1421,2.0,2.0,73.0,1421.0,3,5137.227304714989,7300000.0
Super built-up  Area,20-Dec,Akshayanagara East,3 BHK,,1693,3.0,2.0,108.0,1693.0,3,6379.208505611341,10800000.0
Super built-up  Area,20-Dec,Akshayanagara East,2 BHK,,1210,2.0,1.0,76.0,1210.0,2,6280.99173553719,7600000.0
Super built-up  Area,20-Dec,Akshayanagara East,1 BHK,,595,1.0,1.0,40.0,595.0,1,6722.689075630252,4000000.0
Built-up  Area,Ready To Move,Alur,1 BHK,,530,1.0,1.0,20.0,530.0,1,3773.5849056603774,2000000.0
Super built-up  Area,Ready To Move,Alur,1 BHK,,425,1.0,1.0,15.0,425.0,1,3529.4117647058824,1500000.0
Super built-up  Area,Ready To Move,Ambalipura,2 BHK,SJarkte,1105,2.0,1.0,75.0,1105.0,2,6787.330316742082,7500000.0
Super built-up  Area,Ready To Move,Ambalipura,3 BHK,,1800,3.0,3.0,110.0,1800.0,3,6111.111111111111,11000000.0
Built-up  Area,Ready To Move,Ambalipura,2 BHK,SJodsed,1150,2.0,2.0,80.0,1150.0,2,6956.521739130435,8000000.0
Super built-up  Area,Ready To Move,Ambalipura,2 BHK,Dimes E,1332,2.0,1.0,79.0,1332.0,2,5930.930930930931,7900000.0
Super built-up  Area,Ready To Move,Ambalipura,3 BHK,SJarkte,1730,3.0,1.0,120.0,1730.0,3,6936.416184971098,12000000.0
Built-up  Area,Ready To Move,Ambalipura,3 BHK,AltesEs,3500,3.0,,198.0,3500.0,3,5657.142857142857,19800000.0
Super built-up  Area,Ready To Move,Ambalipura,2 BHK,SJodsed,1351,2.0,1.0,77.0,1351.0,2,5699.481865284974,7700000.0
Built-up  Area,Ready To Move,Ambalipura,3 BHK,,1817,3.0,3.0,102.0,1817.0,3,5613.648871766648,10200000.0
Super built-up  Area,Ready To Move,Ambalipura,2 BHK,Dimes E,1303,2.0,2.0,80.0,1303.0,2,6139.677666922486,8000000.0
Super built-up  Area,Ready To Move,Ambalipura,3 BHK,Dimes E,1607,2.0,2.0,112.0,1607.0,3,6969.508400746733,11200000.0
Super built-up  Area,Ready To Move,Ambalipura,1 BHK,,770,1.0,2.0,43.82,770.0,1,5690.909090909091,4382000.0
Super built-up  Area,Ready To Move,Ambalipura,2 BHK,,1060,2.0,1.0,58.5,1060.0,2,5518.867924528302,5850000.0
Built-up  Area,Ready To Move,Ambalipura,3 BHK,,1650,3.0,3.0,100.0,1650.0,3,6060.606060606061,10000000.0
Super built-up  Area,Ready To Move,Ambalipura,3 BHK,Dimes E,1607,2.0,2.0,112.0,1607.0,3,6969.508400746733,11200000.0
Super built-up  Area,Ready To Move,Ambalipura,2 BHK,,1198,2.0,2.0,80.0,1198.0,2,6677.79632721202,8000000.0
Super built-up  Area,Ready To Move,Ambedkar Colony,2 BHK,RMcesa ,1468,2.0,1.0,140.0,1468.0,2,9536.784741144415,14000000.0
Built-up  Area,Ready To Move,Ambedkar Colony,2 BHK,RMcesa ,1463,1.0,1.0,142.0,1463.0,2,9706.083390293916,14200000.0
Super built-up  Area,Ready To Move,Ambedkar Colony,3 BHK,RMcesa ,1910,3.0,1.0,190.0,1910.0,3,9947.643979057591,19000000.0
Super built-up  Area,Ready To Move,Ambedkar Colony,2 BHK,RMcesa ,1464,2.0,1.0,145.0,1464.0,2,9904.371584699453,14500000.0
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,SoechHa,1935,4.0,2.0,130.0,1935.0,3,6718.3462532299745,13000000.0
Super built-up  Area,Ready To Move,Ambedkar Nagar,2 BHK,SoechHa,1424,2.0,2.0,90.0,1424.0,2,6320.224719101124,9000000.0
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,SoechHa,2225,4.0,2.0,169.0,2225.0,3,7595.505617977528,16900000.0
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,,1862,3.0,2.0,120.0,1862.0,3,6444.68313641246,12000000.0
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,SoechHa,1850,4.0,3.0,139.0,1850.0,3,7513.513513513513,13900000.0
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,,1936,4.0,2.0,126.0,1936.0,3,6508.264462809917,12600000.0
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,SoechHa,1862,3.0,2.0,119.0,1862.0,3,6390.977443609023,11900000.0
Super built-up  Area,Ready To Move,Ambedkar Nagar,2 BHK,SoechHa,1424,2.0,2.0,90.0,1424.0,2,6320.224719101124,9000000.0
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,SoechHa,2150,4.0,2.0,125.0,2150.0,3,5813.953488372093,12500000.0
Built-up  Area,Ready To Move,Ambedkar Nagar,4 BHK,SoechHa,3530,4.0,2.0,290.0,3530.0,4,8215.297450424929,29000000.0
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,,1856,3.0,1.0,120.0,1856.0,3,6465.517241379311,12000000.0
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,SoechHa,1852,3.0,2.0,130.0,1852.0,3,7019.438444924406,13000000.0
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,SoechHa,1850,4.0,2.0,120.0,1850.0,3,6486.486486486487,12000000.0
Super built-up  Area,Ready To Move,Ambedkar Nagar,2 BHK,SoechHa,1367,2.0,2.0,86.0,1367.0,2,6291.148500365764,8600000.0
Plot  Area,18-Dec,Ambedkar Nagar,4 Bedroom,Thessrm,3565,4.0,3.0,255.0,3565.0,4,7152.875175315568,25500000.0
Super built-up  Area,Ready To Move,Ambedkar Nagar,2 BHK,SoechHa,1409,2.0,2.0,95.0,1409.0,2,6742.370475514549,9500000.0
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,SoechHa,1950,4.0,2.0,120.0,1950.0,3,6153.846153846154,12000000.0
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,SoechHa,1921,4.0,3.0,129.0,1921.0,3,6715.252472670484,12900000.0
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,,1920,4.0,2.0,121.0,1920.0,3,6302.083333333333,12100000.0
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,SoechHa,1935,4.0,2.0,125.0,1935.0,3,6459.948320413437,12500000.0
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,SoechHa,1852,4.0,2.0,122.0,1852.0,3,6587.473002159827,12200000.0
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,SoechHa,1950,4.0,2.0,120.0,1950.0,3,6153.846153846154,12000000.0
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,SoechHa,1852,3.0,2.0,125.0,1852.0,3,6749.460043196545,12500000.0
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,SoechHa,1850,4.0,2.0,121.0,1850.0,3,6540.540540540541,12100000.0
Super built-up  Area,Ready To Move,Ambedkar Nagar,2 BHK,SoechHa,1425,2.0,1.0,94.0,1425.0,2,6596.491228070176,9400000.0
Built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,SoechHa,2395,4.0,2.0,150.0,2395.0,3,6263.048016701461,15000000.0
Super built-up  Area,Ready To Move,Amblipura,3 BHK,,1605,3.0,2.0,100.0,1605.0,3,6230.529595015576,10000000.0
Built-up  Area,Ready To Move,Amblipura,3 BHK,SuodsAc,1300,2.0,1.0,80.0,1300.0,3,6153.846153846154,8000000.0
Super built-up  Area,Ready To Move,Amblipura,2 BHK,IDldsin,1175,2.0,2.0,83.0,1175.0,2,7063.829787234043,8300000.0
Built-up  Area,Ready To Move,Amruthahalli,3 Bedroom,,1900,3.0,1.0,135.0,1900.0,3,7105.263157894737,13500000.0
Carpet  Area,Ready To Move,Amruthahalli,2 BHK,,900,2.0,1.0,60.0,900.0,2,6666.666666666667,6000000.0
Super built-up  Area,Ready To Move,Amruthahalli,3 BHK,Prentra,1450,2.0,1.0,85.0,1450.0,3,5862.068965517241,8500000.0
Super built-up  Area,Ready To Move,Amruthahalli,2 BHK,,1250,2.0,2.0,79.0,1250.0,2,6320.0,7900000.0
Super built-up  Area,Ready To Move,Amruthahalli,2 BHK,,1340,2.0,1.0,75.0,1340.0,2,5597.014925373134,7500000.0
Super built-up  Area,Ready To Move,Amruthahalli,3 BHK,,2650,4.0,0.0,175.0,2650.0,3,6603.773584905661,17500000.0
Built-up  Area,Ready To Move,Amruthahalli,3 BHK,Prentra,1450,2.0,1.0,90.0,1450.0,3,6206.896551724138,9000000.0
Built-up  Area,Ready To Move,Amruthahalli,1 BHK,Prowsi ,485,1.0,1.0,19.5,485.0,1,4020.618556701031,1950000.0
Plot  Area,Ready To Move,Anand Nagar,3 Bedroom,,3515,3.0,1.0,420.0,3515.0,3,11948.790896159317,42000000.0
Super built-up  Area,Ready To Move,Anand Nagar,3 BHK,,1080,2.0,2.0,75.0,1080.0,3,6944.444444444444,7500000.0
Plot  Area,Ready To Move,Anand nagar,2 Bedroom,,1200,2.0,0.0,70.0,1200.0,2,5833.333333333333,7000000.0
Super built-up  Area,Ready To Move,Anand nagar,3 BHK,,2010,3.0,3.0,125.0,2010.0,3,6218.905472636816,12500000.0
Plot  Area,Ready To Move,Anandapura,2 Bedroom,,1200,2.0,1.0,67.0,1200.0,2,5583.333333333333,6700000.0
Plot  Area,Ready To Move,Anandapura,2 Bedroom,,875,2.0,1.0,57.0,875.0,2,6514.285714285715,5700000.0
Plot  Area,Ready To Move,Anandapura,3 Bedroom,,1200,2.0,0.0,66.0,1200.0,3,5500.0,6600000.0
Plot  Area,Ready To Move,Anandapura,3 Bedroom,,1415,2.0,1.0,74.0,1415.0,3,5229.681978798587,7400000.0
Super built-up  Area,18-Jun,Ananth Nagar,1 BHK,,500,1.0,1.0,14.0,500.0,1,2800.0,1400000.0
Super built-up  Area,18-Jun,Ananth Nagar,1 BHK,,500,2.0,2.0,14.0,500.0,1,2800.0,1400000.0
Super built-up  Area,18-Aug,Ananth Nagar,1 BHK,,500,1.0,1.0,14.0,500.0,1,2800.0,1400000.0
Super built-up  Area,18-Jun,Ananth Nagar,1 BHK,,500,1.0,1.0,14.0,500.0,1,2800.0,1400000.0
Plot  Area,Ready To Move,Andrahalli,4 Bedroom,,1200,4.0,2.0,135.0,1200.0,4,11250.0,13500000.0
Super built-up  Area,Ready To Move,Anekal,1 BHK,,600,1.0,1.0,16.5,600.0,1,2750.0,1650000.0
Super built-up  Area,19-Oct,Anekal,1 BHK,,530,1.0,1.0,18.0,530.0,1,3396.2264150943397,1800000.0
Built-up  Area,Ready To Move,Anekal,1 RK,,351,1.0,1.0,16.0,351.0,1,4558.404558404558,1600000.0
Built-up  Area,Ready To Move,Anekal,1 BHK,,400,1.0,1.0,11.5,400.0,1,2875.0,1150000.0
Super built-up  Area,Ready To Move,Anekal,1 BHK,,456,1.0,1.0,15.0,456.0,1,3289.4736842105262,1500000.0
Built-up  Area,Ready To Move,Anekal,1 BHK,,420,1.0,1.0,12.5,420.0,1,2976.190476190476,1250000.0
Plot  Area,Ready To Move,Anjana Nagar,5 Bedroom,,1035,5.0,1.0,170.0,1035.0,5,16425.12077294686,17000000.0
Plot  Area,18-Apr,Anjanapura,3 Bedroom,,1500,3.0,1.0,121.0,1500.0,3,8066.666666666667,12100000.0
Plot  Area,Ready To Move,Anjappa Layout,2 Bedroom,,1348,2.0,0.0,100.0,1348.0,2,7418.39762611276,10000000.0
Plot  Area,Ready To Move,Annaiah Reddy Layout,1 Bedroom,,540,1.0,0.0,22.0,540.0,1,4074.074074074074,2200000.0
Plot  Area,Ready To Move,Annapurneshwari Nagar,4 Bedroom,,1200,5.0,2.0,270.0,1200.0,4,22500.0,27000000.0
Super built-up  Area,Ready To Move,Anugrah Layout,3 BHK,Saavena,1567,3.0,1.0,100.0,1567.0,3,6381.620931716656,10000000.0
Super built-up  Area,19-Dec,Anwar Layout,1 BHK,UKicte ,610,1.0,0.0,28.0,610.0,1,4590.163934426229,2800000.0
Super built-up  Area,Ready To Move,Ardendale,3 BHK,SoystAm,1750,3.0,2.0,100.0,1750.0,3,5714.285714285715,10000000.0
Super built-up  Area,Ready To Move,Ardendale,4 BHK,AWharde,2422,4.0,2.0,160.0,2422.0,4,6606.110652353427,16000000.0
Super built-up  Area,Ready To Move,Ardendale,3 BHK,SoystAm,1750,3.0,3.0,100.0,1750.0,3,5714.285714285715,10000000.0
Plot  Area,Ready To Move,Ardendale,4 Bedroom,Aling10,3200,4.0,1.0,205.0,3200.0,4,6406.25,20500000.0
Super built-up  Area,Ready To Move,Ardendale,3 BHK,SoystAm,1728,3.0,2.0,95.0,1728.0,3,5497.685185185185,9500000.0
Super built-up  Area,Ready To Move,Ardendale,4 BHK,AWharde,2062,3.0,,140.0,2062.0,4,6789.524733268671,14000000.0
Super built-up  Area,Ready To Move,Ardendale,3 BHK,SoystAm,1732.46,3.0,2.0,92.0,1732.46,3,5310.367916142364,9200000.0
Super built-up  Area,Ready To Move,Ardendale,4 BHK,AWharde,2062,3.0,,150.0,2062.0,4,7274.4907856450045,15000000.0
Super built-up  Area,Ready To Move,Ardendale,2 BHK,AWharde,1224,2.0,2.0,70.0,1224.0,2,5718.954248366013,7000000.0
Super built-up  Area,Ready To Move,Ardendale,3 BHK,SoystAm,1777.26,3.0,2.0,105.0,1777.26,3,5907.970696465346,10500000.0
Super built-up  Area,Ready To Move,Ardendale,4 BHK,AWharde,2062,3.0,,140.0,2062.0,4,6789.524733268671,14000000.0
Super built-up  Area,Ready To Move,Ardendale,3 BHK,SoystAm,1723,3.0,2.0,95.0,1723.0,3,5513.6390017411495,9500000.0
Super built-up  Area,Ready To Move,Ardendale,3 BHK,SoystAm,1777.26,3.0,2.0,92.0,1777.26,3,5176.507657855351,9200000.0
Super built-up  Area,Ready To Move,Arekere,3 BHK,,2060,3.0,2.0,140.0,2060.0,3,6796.116504854369,14000000.0
Built-up  Area,Ready To Move,Arekere,3 BHK,,1740,2.0,,95.0,1740.0,3,5459.770114942528,9500000.0
Built-up  Area,Ready To Move,Arekere,1 BHK,,600,1.0,1.0,28.0,600.0,1,4666.666666666667,2800000.0
Super built-up  Area,18-Jul,Arekere,3 BHK,RRnumn ,2072,3.0,2.0,108.0,2072.0,3,5212.355212355213,10800000.0
Super built-up  Area,Ready To Move,Arekere,3 BHK,,1445,2.0,2.0,125.0,1445.0,3,8650.519031141868,12500000.0
Super built-up  Area,Ready To Move,Arekere,2 BHK,Chiteny,900,2.0,3.0,50.0,900.0,2,5555.555555555556,5000000.0
Super built-up  Area,Ready To Move,Arekere,3 BHK,,2060,3.0,2.0,150.0,2060.0,3,7281.553398058252,15000000.0
Plot  Area,Ready To Move,Arekere,3 Bedroom,Vetanan,2400,3.0,1.0,180.0,2400.0,3,7500.0,18000000.0
Plot  Area,Ready To Move,Arishinakunte,1 Bedroom,,38Guntha,1.0,0.0,170.0,3844.5132000000003,1,4421.8862351675625,17000000.0
Super built-up  Area,18-Jan,Ashok Nagar,4 BHK,,8321,5.0,2.0,2912.0,8321.0,4,34995.79377478668,291200000.0
